행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
경상북도 울진군 (4793000000),"46,106","25,602",1.8,"23,375","22,731",1.03
경상북도 울진군 울진읍(4793025000),"13,481","6,388",2.11,"6,810","6,671",1.02
경상북도 울진군 평해읍(4793025300),"2,471","1,556",1.59,"1,177","1,294",0.91
경상북도 울진군 북면(4793031000),"6,860","3,610",1.9,"3,699","3,161",1.17
경상북도 울진군 북면하당출장소(4793031500),628,388,1.62,314,314,1
경상북도 울진군 근남면(4793033000),"2,705","1,568",1.73,"1,395","1,310",1.06
경상북도 울진군 기성면(4793035000),"2,308","1,551",1.49,"1,135","1,173",0.97
경상북도 울진군 온정면(4793036000),"1,538",973,1.58,755,783,0.96
경상북도 울진군 죽변면(4793037000),"6,040","3,603",1.68,"3,148","2,892",1.09
경상북도 울진군 후포면(4793038000),"6,983","3,996",1.75,"3,438","3,545",0.97
경상북도 울진군 금강송면(4793039000),"1,188",766,1.55,590,598,0.99
경상북도 울진군 매화면(4793040000),"1,904","1,203",1.58,914,990,0.92
경상북도 울릉군 (4794000000),"9,063","5,648",1.6,"5,110","3,953",1.29
경상북도 울릉군 울릉읍(4794025000),"6,331","3,927",1.61,"3,571","2,760",1.29
경상북도 울릉군 서면(4794031000),929,555,1.67,529,400,1.32
경상북도 울릉군 서면태하출장소(4794031500),441,271,1.63,247,194,1.27
경상북도 울릉군 북면(4794032000),"1,362",895,1.52,763,599,1.27
경상남도  (4800000000),"3,226,599","1,537,606",2.1,"1,626,214","1,600,385",1.02
경상남도 창원시 (4812000000),"999,399","459,671",2.17,"505,837","493,562",1.02
경상남도 창원시 의창구 (4812100000),"209,732","97,185",2.16,"106,619","103,113",1.03
경상남도 창원시 의창구 동읍(4812125000),"18,257","9,002",2.03,"9,306","8,951",1.04
경상남도 창원시 의창구 북면(4812131000),"43,076","16,970",2.54,"21,578","21,498",1
경상남도 창원시 의창구 대산면(4812132000),"6,668","3,666",1.82,"3,387","3,281",1.03
경상남도 창원시 의창구 의창동(4812151000),"48,510","21,215",2.29,"24,414","24,096",1.01
경상남도 창원시 의창구 팔룡동(4812152000),"24,872","11,211",2.22,"12,673","12,199",1.04
경상남도 창원시 의창구 명곡동(4812153000),"39,120","18,261",2.14,"19,777","19,343",1.02
경상남도 창원시 의창구 봉림동(4812154000),"29,229","16,860",1.73,"15,484","13,745",1.13
경상남도 창원시 성산구 (4812300000),"244,262","107,367",2.28,"124,629","119,633",1.04
경상남도 창원시 성산구 반송동(4812351000),"39,016","15,551",2.51,"19,626","19,390",1.01
경상남도 창원시 성산구 용지동(4812351500),"26,146","12,171",2.15,"13,172","12,974",1.02
경상남도 창원시 성산구 중앙동(4812352000),"37,698","19,965",1.89,"20,366","17,332",1.18
경상남도 창원시 성산구 상남동(4812353000),"26,324","10,827",2.43,"13,111","13,213",0.99
경상남도 창원시 성산구 사파동(4812354000),"44,514","19,734",2.26,"22,142","22,372",0.99
경상남도 창원시 성산구 가음정동(4812355000),"37,497","15,579",2.41,"18,915","18,582",1.02
경상남도 창원시 성산구 성주동(4812356000),"26,047","10,200",2.55,"13,581","12,466",1.09
경상남도 창원시 성산구 웅남동(4812357000),"7,020","3,340",2.1,"3,716","3,304",1.12
경상남도 창원시 마산합포구 (4812500000),"178,071","86,437",2.06,"88,330","89,741",0.98
경상남도 창원시 마산합포구 구산면(4812531000),"3,921","2,299",1.71,"2,027","1,894",1.07
경상남도 창원시 마산합포구 진동면(4812532000),"11,528","5,490",2.1,"5,882","5,646",1.04
경상남도 창원시 마산합포구 진북면(4812533000),"3,109","1,818",1.71,"1,660","1,449",1.15
경상남도 창원시 마산합포구 진전면(4812534000),"3,622","2,162",1.68,"1,811","1,811",1
경상남도 창원시 마산합포구 현동(4812551000),"13,582","5,700",2.38,"6,721","6,861",0.98
경상남도 창원시 마산합포구 가포동(4812552000),"5,095","2,669",1.91,"2,591","2,504",1.03
경상남도 창원시 마산합포구 월영동(4812553000),"40,936","17,033",2.4,"20,244","20,692",0.98
경상남도 창원시 마산합포구 문화동(4812554000),"10,726","6,032",1.78,"5,358","5,368",1
경상남도 창원시 마산합포구 반월중앙동(4812556500),"13,228","6,211",2.13,"6,365","6,863",0.93
경상남도 창원시 마산합포구 완월동(4812557000),"8,346","3,985",2.09,"4,033","4,313",0.94
경상남도 창원시 마산합포구 자산동(4812558000),"8,930","4,365",2.05,"4,323","4,607",0.94
경상남도 창원시 마산합포구 교방동(4812561000),"18,938","8,564",2.21,"9,361","9,577",0.98
경상남도 창원시 마산합포구 오동동(4812563000),"18,198","10,456",1.74,"9,038","9,160",0.99
경상남도 창원시 마산합포구 합포동(4812564000),"6,546","3,568",1.83,"3,282","3,264",1.01
경상남도 창원시 마산합포구 산호동(4812565000),"11,366","6,085",1.87,"5,634","5,732",0.98
경상남도 창원시 마산회원구 (4812700000),"178,806","82,915",2.16,"89,184","89,622",1
경상남도 창원시 마산회원구 내서읍(4812725000),"59,243","25,166",2.35,"29,716","29,527",1.01
경상남도 창원시 마산회원구 회원1동(4812751000),"9,494","5,080",1.87,"4,648","4,846",0.96
경상남도 창원시 마산회원구 회원2동(4812752000),"9,512","4,478",2.12,"4,681","4,831",0.97
경상남도 창원시 마산회원구 석전동(4812754500),"15,792","7,720",2.05,"7,815","7,977",0.98
경상남도 창원시 마산회원구 회성동(4812755000),"5,145","2,799",1.84,"2,604","2,541",1.02
경상남도 창원시 마산회원구 양덕1동(4812756000),"10,237","5,390",1.9,"5,113","5,124",1
경상남도 창원시 마산회원구 양덕2동(4812757000),"32,746","12,911",2.54,"16,104","16,642",0.97
경상남도 창원시 마산회원구 합성1동(4812758000),"8,581","4,417",1.94,"4,355","4,226",1.03
경상남도 창원시 마산회원구 합성2동(4812759000),"8,424","4,658",1.81,"4,203","4,221",1
경상남도 창원시 마산회원구 구암1동(4812760000),"8,069","4,216",1.91,"4,020","4,049",0.99
경상남도 창원시 마산회원구 구암2동(4812761000),"8,728","4,356",2,"4,350","4,378",0.99
경상남도 창원시 마산회원구 봉암동(4812762000),"2,835","1,724",1.64,"1,575","1,260",1.25
경상남도 창원시 진해구 (4812900000),"188,528","85,767",2.2,"97,075","91,453",1.06
경상남도 창원시 진해구 충무동(4812953000),"15,489","7,554",2.05,"8,009","7,480",1.07
경상남도 창원시 진해구 여좌동(4812954000),"7,790","4,214",1.85,"3,871","3,919",0.99
경상남도 창원시 진해구 태백동(4812955000),"3,456","1,868",1.85,"1,732","1,724",1
경상남도 창원시 진해구 경화동(4812956000),"10,433","4,545",2.3,"5,270","5,163",1.02
경상남도 창원시 진해구 병암동(4812957000),"6,844","3,337",2.05,"3,359","3,485",0.96
경상남도 창원시 진해구 석동(4812958000),"17,068","7,347",2.32,"8,814","8,254",1.07
경상남도 창원시 진해구 이동(4812959000),"8,225","4,848",1.7,"4,369","3,856",1.13
경상남도 창원시 진해구 자은동(4812960000),"20,185","8,836",2.28,"10,090","10,095",1
경상남도 창원시 진해구 덕산동(4812961000),"9,230","4,080",2.26,"4,555","4,675",0.97
경상남도 창원시 진해구 풍호동(4812962000),"24,762","9,154",2.71,"12,343","12,419",0.99
경상남도 창원시 진해구 웅천동(4812963000),"13,884","5,782",2.4,"6,978","6,906",1.01
경상남도 창원시 진해구 웅동1동(4812964000),"7,653","3,565",2.15,"3,922","3,731",1.05
경상남도 창원시 진해구 웅동2동(4812965000),"43,509","20,637",2.11,"23,763","19,746",1.2
경상남도 진주시 (4817000000),"338,449","161,144",2.1,"167,242","171,207",0.98
경상남도 진주시 문산읍(4817025000),"7,605","3,571",2.13,"3,816","3,789",1.01
경상남도 진주시 내동면(4817031000),"3,928","1,647",2.38,"1,943","1,985",0.98
경상남도 진주시 정촌면(4817032000),"8,707","3,970",2.19,"4,424","4,283",1.03
경상남도 진주시 금곡면(4817033000),"2,039","1,215",1.68,989,"1,050",0.94
경상남도 진주시 진성면(4817035000),"1,754","1,035",1.69,886,868,1.02
경상남도 진주시 일반성면(4817036000),"2,365","1,325",1.78,"1,170","1,195",0.98
경상남도 진주시 이반성면(4817037000),"1,486",964,1.54,754,732,1.03
경상남도 진주시 사봉면(4817038000),"1,382",866,1.6,679,703,0.97
경상남도 진주시 지수면(4817039000),"1,327",804,1.65,670,657,1.02
경상남도 진주시 대곡면(4817040000),"2,896","1,702",1.7,"1,459","1,437",1.02
경상남도 진주시 금산면(4817041000),"19,890","7,944",2.5,"9,951","9,939",1
경상남도 진주시 집현면(4817042000),"4,375","2,137",2.05,"2,210","2,165",1.02
경상남도 진주시 미천면(4817043000),"1,489",949,1.57,751,738,1.02
경상남도 진주시 명석면(4817044000),"3,750","2,148",1.75,"1,853","1,897",0.98
경상남도 진주시 대평면(4817045000),964,563,1.71,458,506,0.91
경상남도 진주시 수곡면(4817046000),"2,102","1,237",1.7,"1,052","1,050",1
경상남도 진주시 천전동(4817051500),"26,801","13,819",1.94,"13,250","13,551",0.98
경상남도 진주시 성북동(4817055500),"9,570","5,801",1.65,"4,754","4,816",0.99
경상남도 진주시 중앙동(4817056500),"10,227","6,103",1.68,"4,900","5,327",0.92
경상남도 진주시 상봉동(4817059500),"12,895","7,241",1.78,"6,376","6,519",0.98
경상남도 진주시 상대동(4817067300),"18,216","9,889",1.84,"9,003","9,213",0.98
경상남도 진주시 하대동(4817067800),"22,697","11,185",2.03,"11,359","11,338",1
경상남도 진주시 상평동(4817068000),"10,646","5,374",1.98,"5,377","5,269",1.02
경상남도 진주시 초장동(4817069500),"26,079","9,649",2.7,"13,111","12,968",1.01
경상남도 진주시 평거동(4817071000),"25,598","11,473",2.23,"12,132","13,466",0.9
경상남도 진주시 신안동(4817071500),"11,003","5,327",2.07,"5,189","5,814",0.89
경상남도 진주시 이현동(4817072000),"9,974","4,638",2.15,"4,906","5,068",0.97
경상남도 진주시 판문동(4817073000),"20,228","8,113",2.49,"9,609","10,619",0.9
경상남도 진주시 가호동(4817074000),"34,643","17,650",1.96,"17,536","17,107",1.03
경상남도 진주시 충무공동(4817075000),"33,813","12,805",2.64,"16,675","17,138",0.97
경상남도 통영시 (4822000000),"118,250","59,329",1.99,"59,380","58,870",1.01
경상남도 통영시 산양읍(4822025000),"4,277","2,540",1.68,"2,263","2,014",1.12
경상남도 통영시 용남면(4822031000),"11,652","5,129",2.27,"5,781","5,871",0.98
경상남도 통영시 도산면(4822033000),"2,658","1,560",1.7,"1,377","1,281",1.07
경상남도 통영시 광도면(4822034000),"30,596","13,475",2.27,"15,590","15,006",1.04
경상남도 통영시 욕지면(4822035000),"1,920","1,295",1.48,"1,112",808,1.38
경상남도 통영시 한산면(4822036000),"1,883","1,274",1.48,984,899,1.09
경상남도 통영시 사량면(4822037000),"1,351",932,1.45,678,673,1.01
경상남도 통영시 도천동(4822051000),"8,140","4,421",1.84,"4,070","4,070",1
경상남도 통영시 명정동(4822053000),"2,489","1,473",1.69,"1,201","1,288",0.93
경상남도 통영시 중앙동(4822055000),"3,350","2,014",1.66,"1,650","1,700",0.97
경상남도 통영시 정량동(4822059000),"7,894","4,232",1.87,"3,987","3,907",1.02
경상남도 통영시 북신동(4822060000),"9,828","4,681",2.1,"4,610","5,218",0.88
경상남도 통영시 미수동(4822066500),"10,083","4,824",2.09,"4,974","5,109",0.97
경상남도 통영시 봉평동(4822067000),"9,110","5,152",1.77,"4,637","4,473",1.04
경상남도 통영시 무전동(4822070000),"13,019","6,327",2.06,"6,466","6,553",0.99
경상남도 사천시 (4824000000),"108,420","55,602",1.95,"55,016","53,404",1.03
경상남도 사천시 사천읍(4824025000),"17,148","8,958",1.91,"9,128","8,020",1.14
경상남도 사천시 정동면(4824031000),"13,532","6,083",2.22,"6,801","6,731",1.01
경상남도 사천시 사남면(4824032000),"17,794","7,991",2.23,"9,279","8,515",1.09
경상남도 사천시 용현면(4824033000),"7,056","3,741",1.89,"3,558","3,498",1.02
경상남도 사천시 축동면(4824034000),"1,475",902,1.64,782,693,1.13
경상남도 사천시 곤양면(4824035000),"3,093","1,901",1.63,"1,607","1,486",1.08
경상남도 사천시 곤명면(4824036000),"2,652","1,652",1.61,"1,348","1,304",1.03
경상남도 사천시 서포면(4824037000),"3,303","1,976",1.67,"1,630","1,673",0.97
경상남도 사천시 동서동(4824051000),"5,242","3,021",1.74,"2,507","2,735",0.92
경상남도 사천시 선구동(4824052000),"4,676","2,651",1.76,"2,314","2,362",0.98
경상남도 사천시 동서금동(4824053000),"6,033","3,080",1.96,"2,905","3,128",0.93
경상남도 사천시 벌용동(4824055000),"14,674","7,407",1.98,"7,112","7,562",0.94
경상남도 사천시 향촌동(4824057000),"6,696","3,563",1.88,"3,550","3,146",1.13
경상남도 사천시 남양동(4824059500),"4,821","2,538",1.9,"2,381","2,440",0.98
경상남도 사천시 신수출장소(4824089000),225,138,1.63,114,111,1.03
경상남도 사천남양출장소 (4824500000),0,0,0,0,0,0
경상남도 김해시 (4825000000),"531,683","234,519",2.27,"268,986","262,697",1.02
경상남도 김해시 진영읍(4825025000),"53,752","24,091",2.23,"27,681","26,071",1.06
경상남도 김해시 주촌면(4825032000),"19,827","7,999",2.48,"10,178","9,649",1.05
경상남도 김해시 진례면(4825033000),"5,692","3,259",1.75,"3,088","2,604",1.19
경상남도 김해시 한림면(4825034000),"6,522","3,836",1.7,"3,572","2,950",1.21
경상남도 김해시 생림면(4825035000),"3,453","2,056",1.68,"1,840","1,613",1.14
경상남도 김해시 상동면(4825036000),"2,953","1,681",1.76,"1,642","1,311",1.25
경상남도 김해시 대동면(4825037000),"5,077","2,808",1.81,"2,608","2,469",1.06
경상남도 김해시 동상동(4825051000),"8,692","4,509",1.93,"4,479","4,213",1.06
경상남도 김해시 회현동(4825052000),"8,194","4,109",1.99,"4,102","4,092",1
경상남도 김해시 부원동(4825053000),"8,953","4,707",1.9,"4,552","4,401",1.03
경상남도 김해시 내외동(4825054000),"69,292","32,029",2.16,"34,503","34,789",0.99
경상남도 김해시 북부동(4825055000),"81,154","33,461",2.43,"40,504","40,650",1
경상남도 김해시 칠산서부동(4825056500),"8,863","4,454",1.99,"4,704","4,159",1.13
경상남도 김해시 활천동(4825058000),"36,572","17,343",2.11,"18,721","17,851",1.05
경상남도 김해시 삼안동(4825059000),"35,744","17,780",2.01,"18,412","17,332",1.06
경상남도 김해시 불암동(4825060000),"6,641","2,907",2.28,"3,368","3,273",1.03
경상남도 김해시 장유1동(4825061000),"58,766","23,716",2.48,"29,295","29,471",0.99
경상남도 김해시 장유2동(4825062000),"37,545","15,966",2.35,"19,022","18,523",1.03
경상남도 김해시 장유3동(4825063000),"73,991","27,808",2.66,"36,715","37,276",0.98
경상남도 장유출장소 (4825200000),0,0,0,0,0,0
경상남도 밀양시 (4827000000),"100,544","53,987",1.86,"49,771","50,773",0.98
경상남도 밀양시 삼랑진읍(4827025000),"4,932","2,776",1.78,"2,470","2,462",1
경상남도 밀양시 삼랑진임천출장소(4827025100),"1,288",818,1.57,665,623,1.07
경상남도 밀양시 하남읍(4827025300),"6,610","3,727",1.77,"3,327","3,283",1.01
경상남도 밀양시 부북면(4827031000),"5,288","3,155",1.68,"2,768","2,520",1.1
경상남도 밀양시 상동면(4827032000),"3,087","1,957",1.58,"1,489","1,598",0.93
경상남도 밀양시 산외면(4827033000),"2,730","1,638",1.67,"1,405","1,325",1.06
경상남도 밀양시 산내면(4827034000),"3,638","2,149",1.69,"1,882","1,756",1.07
경상남도 밀양시 단장면(4827035000),"4,225","2,667",1.58,"2,110","2,115",1
경상남도 밀양시 상남면(4827036000),"7,611","4,064",1.87,"3,836","3,775",1.02
경상남도 밀양시 초동면(4827037000),"3,248","1,991",1.63,"1,632","1,616",1.01
경상남도 밀양시 무안면(4827038000),"4,596","2,664",1.73,"2,321","2,275",1.02
경상남도 밀양시 청도면(4827039000),"1,687","1,102",1.53,839,848,0.99
경상남도 밀양시 내일동(4827051000),"2,495","1,443",1.73,"1,220","1,275",0.96
경상남도 밀양시 내이동(4827052000),"17,160","8,661",1.98,"8,583","8,577",1
경상남도 밀양시 삼문동(4827053000),"19,161","8,296",2.31,"9,139","10,022",0.91
경상남도 밀양시 가곡동(4827054000),"7,429","4,135",1.8,"3,491","3,938",0.89
경상남도 밀양시 교동(4827055000),"5,359","2,744",1.95,"2,594","2,765",0.94
경상남도 거제시 (4831000000),"232,777","106,101",2.19,"122,044","110,733",1.1
경상남도 거제시 일운면(4831031000),"7,810","4,085",1.91,"3,988","3,822",1.04
경상남도 거제시 동부면(4831032000),"2,851","1,620",1.76,"1,476","1,375",1.07
경상남도 거제시 남부면(4831033000),"1,430",896,1.6,721,709,1.02
경상남도 거제시 거제면(4831034000),"6,852","3,408",2.01,"3,417","3,435",0.99
경상남도 거제시 둔덕면(4831035000),"2,643","1,444",1.83,"1,357","1,286",1.06
경상남도 거제시 사등면(4831036000),"10,809","5,042",2.14,"5,607","5,202",1.08
